"Sample_Number","Phycodnaviridae","Siphoviridae","Herpesviridae","Siphoviridae","Poxviridae","Papillomaviridae","Siphoviridae","Bornaviridae","Bicaudaviridae","Picornaviridae","Herpesviridae","Herpesviridae","Baculoviridae","Papillomaviridae","Myoviridae","Virgaviridae","Herpesviridae","Alloherpesviridae","Inoviridae","Marseilleviridae","Coronaviridae","Anelloviridae","Ascoviridae","Tymoviridae","k__Viruses","Myoviridae","Circoviridae","Rhabdoviridae","Picornaviridae","k__Viruses","Picornaviridae","Poxviridae","Tymoviridae","Arenaviridae","Totiviridae","Flaviviridae","Poxviridae","Anelloviridae","Gammaflexiviridae","k__Viruses","Hepeviridae","Virgaviridae","Caulimoviridae","Polydnaviridae","Herpesviridae","Papillomaviridae","Togaviridae","Betaflexiviridae","Podoviridae","Alphaflexiviridae","Phycodnaviridae","Lipothrixviridae","Papillomaviridae","Retroviridae","Siphoviridae","Poxviridae","Poxviridae","k__Viruses","Potyviridae","Podoviridae","Picornaviridae","Secoviridae","Siphoviridae","Coronaviridae","Baculoviridae","Papillomaviridae","Siphoviridae","Myoviridae","Papillomaviridae","Papillomaviridae","Coronaviridae","Luteoviridae","Phycodnaviridae","Hypoviridae","Anelloviridae","Dicistroviridae","k__Viruses","Phycodnaviridae","Picornaviridae","Virgaviridae","Siphoviridae","Baculoviridae","Arenaviridae","Marnaviridae","Myoviridae","Myoviridae","Partitiviridae","Reoviridae","Betaflexiviridae","Coronaviridae","Paramyxoviridae","Herpesviridae","Bromoviridae","Bunyaviridae","Closteroviridae","Myoviridae","Siphoviridae","Fuselloviridae","Bunyaviridae","Picornaviridae","Bunyaviridae","Mimiviridae","Poxviridae","Potyviridae","Herpesviridae","Picornaviridae","Podoviridae","Retroviridae","Secoviridae","Polydnaviridae","Herpesviridae","Luteoviridae","Flaviviridae","Poxviridae","Geminiviridae","Alloherpesviridae","Nyamiviridae","Potyviridae","Retroviridae","Microviridae","Siphoviridae","Iridoviridae","Picornaviridae","Iridoviridae","Alphaflexiviridae","Myoviridae","Caliciviridae","Poxviridae","k__Viruses","Paramyxoviridae","Chrysoviridae","Myoviridae","k__Viruses","Astroviridae","Secoviridae","Rudiviridae","Herpesviridae","Polyomaviridae","Alloherpesviridae","Picornaviridae","Secoviridae","Myoviridae","Poxviridae","Adenoviridae","Herpesviridae","Picornaviridae","Podoviridae","Herpesviridae","Adenoviridae","Lipothrixviridae","Iridoviridae","Closteroviridae","Siphoviridae","Siphoviridae","Orthomyxoviridae","Poxviridae","Papillomaviridae","Phycodnaviridae","Bunyaviridae","Picornaviridae","Siphoviridae","Dicistroviridae","Siphoviridae","Hytrosaviridae","Herpesviridae","Bromoviridae","Closteroviridae","Papillomaviridae","Papillomaviridae","Partitiviridae","Mimiviridae","Malacoherpesviridae","k__Viruses","Alphaflexiviridae","Siphoviridae","Retroviridae","Circoviridae","Betaflexiviridae","Secoviridae","Iflaviridae","Iridoviridae","Flaviviridae","Astroviridae","Virgaviridae","Roniviridae","k__Viruses","Bromoviridae","Herpesviridae","Nimaviridae","Hytrosaviridae","Virgaviridae","Siphoviridae","Myoviridae","Tymoviridae","Myoviridae","Myoviridae","Myoviridae","Papillomaviridae","Picornaviridae","Myoviridae","Siphoviridae","Endornaviridae","Reoviridae","Adenoviridae","Orthomyxoviridae","Alphaflexiviridae","Poxviridae","Podoviridae","Parvoviridae","Myoviridae","Baculoviridae","Siphoviridae","Picornaviridae","Ampullaviridae","Tectiviridae","Caulimoviridae","Anelloviridae","Papillomaviridae","Parvoviridae","Rhabdoviridae","Poxviridae","Anelloviridae","Turriviridae","Caulimoviridae","Siphoviridae","Myoviridae","Globuloviridae","Reoviridae","Reoviridae","Benyviridae","Parvoviridae","Asfarviridae","Luteoviridae","Paramyxoviridae","Filoviridae","Fuselloviridae","Picornaviridae","Bromoviridae","Podoviridae","Coronaviridae","Inoviridae","Secoviridae","Paramyxoviridae","k__Viruses","Siphoviridae","Alphaflexiviridae","Togaviridae","Betaflexiviridae","Siphoviridae","Sphaerolipoviridae","Myoviridae","Parvoviridae","Papillomaviridae","Siphoviridae","Siphoviridae","Caulimoviridae","Caulimoviridae","Sphaerolipoviridae","Siphoviridae","Myoviridae","Flaviviridae","Adenoviridae","Parvoviridae","Anelloviridae","Myoviridae","Siphoviridae","Retroviridae","Paramyxoviridae","Reoviridae","Lipothrixviridae","Reoviridae","Rhabdoviridae","Rhabdoviridae","Hepadnaviridae","Parvoviridae","Alphaflexiviridae","Picornaviridae","Mesoniviridae","Siphoviridae","Tombusviridae","Parvoviridae","k__Viruses","Secoviridae","Filoviridae","Geminiviridae","k__Viruses","Picornaviridae","Leviviridae","Picornaviridae","Retroviridae","Paramyxoviridae","Parvoviridae","Podoviridae","Reoviridae","Bromoviridae","Nanoviridae","Totiviridae","Nanoviridae","Papillomaviridae","Caulimoviridae","Tombusviridae","Totiviridae","Siphoviridae","Parvoviridae","Siphoviridae","Siphoviridae","Siphoviridae","Tombusviridae","Papillomaviridae","Orthomyxoviridae","Podoviridae","Podoviridae","Anelloviridae","Barnaviridae","Parvoviridae","Narnaviridae","Siphoviridae","Arteriviridae","Rhabdoviridae","Potyviridae","Geminiviridae","Picornaviridae","Siphoviridae","Myoviridae","k__Viruses","Megabirnaviridae","Corticoviridae","Bunyaviridae","Caulimoviridae","Retroviridae","Reoviridae","Myoviridae","k__Viruses","Narnaviridae","Reoviridae","Totiviridae","Siphoviridae","Potyviridae","Papillomaviridae","Reoviridae","Anelloviridae","Potyviridae","Iridoviridae","Rhabdoviridae","Rhabdoviridae","Closteroviridae","Papillomaviridae","Betaflexiviridae","k__Viruses","Hepadnaviridae","Siphoviridae","Podoviridae","Siphoviridae","Caliciviridae","Leviviridae","Microviridae","Siphoviridae","Picornaviridae","Plasmaviridae","Siphoviridae","Microviridae","Papillomaviridae","Siphoviridae"
"s15795",0,0,58,0,0,0,0,0,0,0,0,34,0,0,0,12,10,0,0,0,2,0,2,0,0,10,0,0,0,0,4,8,2,0,0,10,0,0,0,0,0,0,0,196,0,0,2,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,2,0,0,4,0,0,0,0,4,0,2,0,2,0,0,0,0,56,0,18,2,0,0,12,0,0,0,0,0,0,0,12,0,0,10,2,2,0,0,0,40,4,0,2,0,0,20,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,16,0,0,0,0,0,2,8,0,6,2,2,0,0,0,0,0,0,0,0,46,0,2,0,0,2,0,2,0,0,0,22,50,0,0,0,4,0,12,4,0,0,0,0,14,18,0,0,0,0,0,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15830",0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,4,2,4,0,0,8,0,2,0,0,6,0,0,0,0,6,4,0,0,0,14,0,0,0,0,2,0,0,174,0,0,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,2,0,0,0,0,0,2,6,0,0,0,0,2,2,0,0,0,0,0,0,18,0,24,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,50,0,0,6,0,0,10,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,12,0,0,0,0,0,2,2,4,0,0,0,0,2,0,0,0,0,0,0,10,0,4,0,0,0,0,2,0,0,0,9396,22,0,0,0,0,0,0,0,0,2,0,0,4,6,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15831",0,0,30,0,0,0,0,0,0,0,0,20,2,2,0,2,2,0,0,0,4,0,0,0,0,6,0,0,2,0,2,4,8,0,0,12,0,0,0,0,0,0,0,194,0,0,10,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36,0,20,4,0,0,4,0,0,0,0,0,0,0,4,0,0,8,2,4,0,0,0,34,0,0,4,0,0,20,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,6,2,2,2,0,0,2,0,0,0,0,0,0,36,0,4,0,0,0,0,4,0,0,0,14,22,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16373",0,0,50,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,6,0,2,0,0,12,0,0,0,0,2,12,0,0,0,8,0,0,0,0,0,2,0,190,0,0,16,0,0,6,0,0,0,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,36,0,30,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,70,2,0,2,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,2,0,0,8,4,4,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,4,0,2,0,0,2,0,0,8,18,0,0,0,2,10,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16313",0,0,38,0,0,0,0,0,2,0,2,50,0,0,8,4,70,188,0,0,0,2,26,0,0,20,0,0,0,0,8,38,6,0,0,28,2,2,0,2,0,4,0,1644,30,0,6,0,0,2,148,0,0,0,0,0,4,0,0,0,0,0,0,8,160,0,0,0,0,0,0,0,22,4,0,0,0,36,2,2,0,28,2,0,0,0,54,0,54,2,0,0,8,0,0,2,0,0,0,4,146,0,0,2,2,4,0,0,0,182,0,0,0,0,2,166,0,0,0,0,0,0,0,2,0,0,0,4,0,0,30,0,6,8,0,0,18,6,8,0,4,4,6,2,76,2,62,38,28,0,4,0,0,0,0,10,0,78,0,6,0,2,0,20,38,0,8,0,79826,60,0,2,0,2,0,0,342,0,12,2,14,10,12,0,4,2,6,0,12,30,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16315",0,0,56,0,0,0,0,0,0,0,0,32,4,0,0,40,24,22,0,0,4,0,0,0,0,14,0,0,0,0,22,24,8,0,0,26,0,2,0,0,2,0,0,292,10,0,42,0,0,2,20,0,0,0,0,2,2,2,0,0,0,0,0,4,48,0,0,0,0,0,0,0,8,8,0,0,0,12,2,12,0,26,2,0,0,0,64,2,166,0,0,0,24,0,4,0,0,0,0,4,52,0,0,6,2,6,0,0,2,194,0,0,0,8,0,180,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,10,4,0,0,4,26,4,2,4,0,0,0,8,10,30,88,6,0,2,0,0,0,0,4,0,44,0,8,0,0,0,4,20,0,0,0,0,40,0,0,0,6,0,0,42,0,2,4,10,46,20,0,0,0,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16376",0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,12,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,118,4,0,4,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,24,0,24,0,0,0,2,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,2,60,0,0,2,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,2,0,2,0,0,0,8,10,0,0,0,2,0,2,2,0,0,4,2,8,10,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15863",2,0,120,0,0,0,0,0,0,6,18,178,8,4,6,16,100,412,0,0,4,0,34,0,0,26,0,0,6,0,16,80,46,0,0,78,2,10,0,4,4,4,2,3998,128,2,30,0,0,4,212,0,0,0,0,14,6,2,2,0,0,0,0,6,428,0,0,0,0,0,4,0,90,6,0,0,0,24,2,24,0,154,2,0,0,0,194,0,20,0,0,0,26,0,8,0,0,0,0,14,544,8,0,14,4,26,0,6,6,522,2,0,2,56,0,598,26,0,0,0,0,0,0,4,0,0,0,50,0,0,84,0,36,16,0,2,40,36,12,0,8,0,34,2,116,2,244,218,72,0,6,0,0,0,4,52,0,384,2,16,4,2,0,18,108,2,50,8,6,110,2,2,0,4,0,2,600,0,10,6,122,28,12,0,0,2,10,0,8,332,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15871",2,0,34,0,0,0,0,0,0,0,0,28,4,0,4,6,58,108,0,0,4,0,8,0,0,8,0,0,0,0,8,40,4,0,0,10,0,8,0,10,0,0,0,1332,36,0,8,0,0,0,58,2,0,0,0,2,8,2,0,2,0,0,0,4,88,0,0,0,0,0,0,0,18,6,0,0,0,32,0,0,0,32,2,0,0,0,56,0,34,0,0,0,0,2,0,0,0,0,0,6,90,0,0,6,0,6,0,0,0,164,0,0,0,12,0,92,4,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,2,0,0,16,18,4,0,14,0,2,2,36,0,106,52,22,0,0,0,0,0,0,14,0,88,0,6,0,2,0,14,18,0,6,0,526,48,0,2,0,2,0,2,170,0,8,4,22,0,6,0,0,2,2,0,2,8,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15953",0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,6,2,4,0,0,4,0,2,0,0,10,0,0,4,0,20,4,8,0,0,18,0,0,0,0,0,0,0,256,2,0,12,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,2,2,2,0,0,0,0,0,0,36,0,60,2,0,0,8,0,0,0,0,0,0,2,14,0,0,6,0,0,0,0,0,120,0,0,4,0,0,28,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,16,0,0,0,0,0,0,10,2,6,2,2,0,0,0,0,0,0,2,0,8,0,6,0,2,0,0,0,0,0,2,38,32,0,0,0,8,0,10,0,0,2,8,0,20,26,0,0,0,2,0,140,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15867",4,2,118,0,6,0,0,0,0,4,6,226,10,0,6,48,140,450,0,0,8,2,80,0,0,44,0,0,4,0,22,96,26,0,0,78,10,28,0,22,4,4,0,5460,112,2,48,0,0,6,228,0,2,4,0,16,12,6,2,4,0,0,0,12,536,0,0,0,0,0,0,0,198,12,2,0,2,274,0,22,0,202,8,0,0,0,222,4,56,2,2,0,30,2,4,0,0,0,0,14,724,14,0,24,14,48,0,0,4,746,6,0,8,80,0,864,6,0,0,0,0,0,0,0,0,0,0,78,0,0,56,0,22,12,0,0,56,38,36,6,12,2,34,10,174,10,466,224,72,0,20,2,0,0,0,52,0,630,0,10,6,0,0,44,134,0,56,0,8,156,4,2,0,6,0,2,584,0,14,8,72,56,34,0,0,2,10,2,30,258,8,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15919",0,0,38,0,0,0,0,0,0,0,0,6,0,0,0,0,6,2,0,0,4,0,2,0,0,22,0,0,0,0,10,8,4,0,0,2,0,0,0,0,2,0,0,148,0,0,18,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,2,0,0,0,0,40,0,52,0,0,0,4,0,0,0,0,0,0,0,10,0,0,4,4,6,0,0,0,86,6,0,4,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,18,0,0,2,0,2,2,2,2,4,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,36236,40,0,0,0,2,0,8,0,0,0,4,0,8,18,0,0,0,0,124,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15966",0,0,20,0,0,0,0,0,0,0,0,10,0,2,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,130,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,22,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,30,0,0,6,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,4,2,0,2,0,2,0,0,0,0,0,0,18,0,2,0,0,0,0,2,0,0,0,4,26,0,0,0,0,0,4,6,0,2,0,0,10,12,0,0,0,0,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15994",0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,4,2,0,0,2,0,0,0,0,16,0,0,2,0,8,0,4,0,0,10,0,0,0,0,0,0,0,192,0,4,12,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,42,0,30,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,54,0,0,0,2,0,24,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,20,0,0,0,0,0,2,2,2,0,2,0,0,4,0,0,0,0,0,0,20,0,2,0,0,0,0,2,0,0,0,8,30,0,0,0,2,0,8,0,0,0,4,0,12,18,0,0,0,0,0,98,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
