"Sample_Number","Phycodnaviridae","Siphoviridae","Herpesviridae","Siphoviridae","Poxviridae","Papillomaviridae","Siphoviridae","Bornaviridae","Bicaudaviridae","Picornaviridae","Herpesviridae","Herpesviridae","Baculoviridae","Papillomaviridae","Myoviridae","Virgaviridae","Herpesviridae","Alloherpesviridae","Inoviridae","Marseilleviridae","Coronaviridae","Anelloviridae","Ascoviridae","Tymoviridae","k__Viruses","Myoviridae","Circoviridae","Rhabdoviridae","Picornaviridae","k__Viruses","Picornaviridae","Poxviridae","Tymoviridae","Arenaviridae","Totiviridae","Flaviviridae","Poxviridae","Anelloviridae","Gammaflexiviridae","k__Viruses","Hepeviridae","Virgaviridae","Caulimoviridae","Polydnaviridae","Herpesviridae","Papillomaviridae","Togaviridae","Betaflexiviridae","Podoviridae","Alphaflexiviridae","Phycodnaviridae","Lipothrixviridae","Papillomaviridae","Retroviridae","Siphoviridae","Poxviridae","Poxviridae","k__Viruses","Potyviridae","Podoviridae","Picornaviridae","Secoviridae","Siphoviridae","Coronaviridae","Baculoviridae","Papillomaviridae","Siphoviridae","Myoviridae","Papillomaviridae","Papillomaviridae","Coronaviridae","Luteoviridae","Phycodnaviridae","Hypoviridae","Anelloviridae","Dicistroviridae","k__Viruses","Phycodnaviridae","Picornaviridae","Virgaviridae","Siphoviridae","Baculoviridae","Arenaviridae","Marnaviridae","Myoviridae","Myoviridae","Partitiviridae","Reoviridae","Betaflexiviridae","Coronaviridae","Paramyxoviridae","Herpesviridae","Bromoviridae","Bunyaviridae","Closteroviridae","Myoviridae","Siphoviridae","Fuselloviridae","Bunyaviridae","Picornaviridae","Bunyaviridae","Mimiviridae","Poxviridae","Potyviridae","Herpesviridae","Picornaviridae","Podoviridae","Retroviridae","Secoviridae","Polydnaviridae","Herpesviridae","Luteoviridae","Flaviviridae","Poxviridae","Geminiviridae","Alloherpesviridae","Nyamiviridae","Potyviridae","Retroviridae","Microviridae","Siphoviridae","Iridoviridae","Picornaviridae","Iridoviridae","Alphaflexiviridae","Myoviridae","Caliciviridae","Poxviridae","k__Viruses","Paramyxoviridae","Chrysoviridae","Myoviridae","k__Viruses","Astroviridae","Secoviridae","Rudiviridae","Herpesviridae","Polyomaviridae","Alloherpesviridae","Picornaviridae","Secoviridae","Myoviridae","Poxviridae","Adenoviridae","Herpesviridae","Picornaviridae","Podoviridae","Herpesviridae","Adenoviridae","Lipothrixviridae","Iridoviridae","Closteroviridae","Siphoviridae","Siphoviridae","Orthomyxoviridae","Poxviridae","Papillomaviridae","Phycodnaviridae","Bunyaviridae","Picornaviridae","Siphoviridae","Dicistroviridae","Siphoviridae","Hytrosaviridae","Herpesviridae","Bromoviridae","Closteroviridae","Papillomaviridae","Papillomaviridae","Partitiviridae","Mimiviridae","Malacoherpesviridae","k__Viruses","Alphaflexiviridae","Siphoviridae","Retroviridae","Circoviridae","Betaflexiviridae","Secoviridae","Iflaviridae","Iridoviridae","Flaviviridae","Astroviridae","Virgaviridae","Roniviridae","k__Viruses","Bromoviridae","Herpesviridae","Nimaviridae","Hytrosaviridae","Virgaviridae","Siphoviridae","Myoviridae","Tymoviridae","Myoviridae","Myoviridae","Myoviridae","Papillomaviridae","Picornaviridae","Myoviridae","Siphoviridae","Endornaviridae","Reoviridae","Adenoviridae","Orthomyxoviridae","Alphaflexiviridae","Poxviridae","Podoviridae","Parvoviridae","Myoviridae","Baculoviridae","Siphoviridae","Picornaviridae","Ampullaviridae","Tectiviridae","Caulimoviridae","Anelloviridae","Papillomaviridae","Parvoviridae","Rhabdoviridae","Poxviridae","Anelloviridae","Turriviridae","Caulimoviridae","Siphoviridae","Myoviridae","Globuloviridae","Reoviridae","Reoviridae","Benyviridae","Parvoviridae","Asfarviridae","Luteoviridae","Paramyxoviridae","Filoviridae","Fuselloviridae","Picornaviridae","Bromoviridae","Podoviridae","Coronaviridae","Inoviridae","Secoviridae","Paramyxoviridae","k__Viruses","Siphoviridae","Alphaflexiviridae","Togaviridae","Betaflexiviridae","Siphoviridae","Sphaerolipoviridae","Myoviridae","Parvoviridae","Papillomaviridae","Siphoviridae","Siphoviridae","Caulimoviridae","Caulimoviridae","Sphaerolipoviridae","Siphoviridae","Myoviridae","Flaviviridae","Adenoviridae","Parvoviridae","Anelloviridae","Myoviridae","Siphoviridae","Retroviridae","Paramyxoviridae","Reoviridae","Lipothrixviridae","Reoviridae","Rhabdoviridae","Rhabdoviridae","Hepadnaviridae","Parvoviridae","Alphaflexiviridae","Picornaviridae","Mesoniviridae","Siphoviridae","Tombusviridae","Parvoviridae","k__Viruses","Secoviridae","Filoviridae","Geminiviridae","k__Viruses","Picornaviridae","Leviviridae","Picornaviridae","Retroviridae","Paramyxoviridae","Parvoviridae","Podoviridae","Reoviridae","Bromoviridae","Nanoviridae","Totiviridae","Nanoviridae","Papillomaviridae","Caulimoviridae","Tombusviridae","Totiviridae","Siphoviridae","Parvoviridae","Siphoviridae","Siphoviridae","Siphoviridae","Tombusviridae","Papillomaviridae","Orthomyxoviridae","Podoviridae","Podoviridae","Anelloviridae","Barnaviridae","Parvoviridae","Narnaviridae","Siphoviridae","Arteriviridae","Rhabdoviridae","Potyviridae","Geminiviridae","Picornaviridae","Siphoviridae","Myoviridae","k__Viruses","Megabirnaviridae","Corticoviridae","Bunyaviridae","Caulimoviridae","Retroviridae","Reoviridae","Myoviridae","k__Viruses","Narnaviridae","Reoviridae","Totiviridae","Siphoviridae","Potyviridae","Papillomaviridae","Reoviridae","Anelloviridae","Potyviridae","Iridoviridae","Rhabdoviridae","Rhabdoviridae","Closteroviridae","Papillomaviridae","Betaflexiviridae","k__Viruses","Hepadnaviridae","Siphoviridae","Podoviridae","Siphoviridae","Caliciviridae","Leviviridae","Microviridae","Siphoviridae","Picornaviridae","Plasmaviridae","Siphoviridae","Microviridae","Papillomaviridae","Siphoviridae"
"s15492",4,0,362,0,2,0,0,0,0,10,4,826,6,0,8,252,108,356,0,0,46,0,56,0,0,242,0,0,28,0,158,168,130,0,0,260,6,26,0,16,14,2,0,5558,88,2,252,0,0,48,220,2,2,2,0,22,16,6,0,2,0,0,0,34,608,0,0,0,0,0,8,0,80,46,0,2,0,438,12,92,0,140,6,0,0,6,592,2,802,2,2,0,166,2,10,0,0,0,0,78,486,6,0,76,56,94,0,0,14,1774,8,0,6,54,0,2274,8,0,6,132,0,0,0,4,0,0,0,20,0,0,74,0,40,54,0,0,72,240,20,22,30,0,16,14,174,54,298,1150,84,0,22,2,0,0,8,62,0,700,0,28,4,4,0,14,116,0,6,16,14,444,16,10,0,18,0,12,492,0,42,38,102,298,144,0,2,14,8,8,16,214,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15524",10,0,262,0,2,0,0,0,0,8,0,562,10,0,10,104,132,346,0,0,10,4,32,0,0,104,0,0,4,0,68,102,46,0,0,114,0,22,0,2,4,4,0,2836,110,0,116,0,0,22,212,0,0,0,0,20,8,6,0,0,0,0,0,18,272,0,0,0,0,0,2,0,38,12,0,0,2,196,8,42,0,124,6,0,0,0,414,2,552,0,0,0,58,2,16,2,0,0,2,30,196,2,0,36,18,46,0,0,6,978,2,0,0,36,0,980,10,0,0,32,0,0,0,0,0,0,0,30,0,0,84,0,30,32,0,2,52,152,8,8,44,0,8,20,74,32,142,540,98,0,16,0,0,0,6,22,0,326,2,20,2,10,0,14,76,0,0,2,2,232,4,6,0,4,0,2,928,0,26,22,34,158,68,0,6,2,2,0,14,44,10,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15549",0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,12,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,218,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,22,0,12,0,0,0,10,0,0,0,0,0,0,0,10,0,0,2,0,2,0,0,0,58,0,0,4,0,0,24,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,12,0,0,0,0,0,2,16,4,2,2,0,0,4,0,0,0,0,2,0,46,0,0,0,0,0,0,0,0,0,0,18,24,0,0,0,8,0,2,0,0,0,2,0,12,8,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15597",0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,14,0,6,0,0,0,0,2,0,0,10,0,0,0,0,2,2,2,0,0,6,0,0,0,0,0,0,0,104,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,24,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28,0,0,4,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0,0,0,4,14,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16129",0,0,12,0,0,0,0,0,0,0,0,20,0,2,0,2,14,0,0,0,2,0,2,0,0,12,0,0,0,0,6,10,2,0,0,4,0,0,0,0,0,0,0,200,0,0,6,0,0,4,0,0,0,16,0,0,0,4,0,0,0,0,0,2,12,0,0,0,0,0,0,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,26,0,28,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,50,2,0,8,0,0,18,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,20,0,0,0,2,0,0,128,4,14,2,0,0,0,0,0,0,0,2,0,20,0,4,0,0,0,0,8,0,0,0,4,28,2,0,0,0,0,10,0,0,0,0,2,2,4,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16035",4,0,1538,0,0,0,0,0,0,2,0,28,0,0,0,42,26,16,0,0,4,0,4,0,0,22,0,0,0,0,32,18,4,0,0,18,0,6,0,0,6,0,0,300,12,0,40,0,0,2,36,0,0,0,0,2,2,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0,10,0,0,0,0,4,0,28,0,16,0,0,0,0,72,0,208,0,0,0,12,2,2,0,0,0,0,2,28,0,0,6,2,2,0,0,2,198,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,2,2,0,0,14,0,4,0,0,0,8,28,0,4,18,0,4,0,10,14,10,54,4,0,2,0,0,0,2,6,0,22,0,4,0,2,0,2,18,0,0,0,2,42,0,0,0,2,0,0,34,0,4,2,4,48,22,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16025",10,0,322,0,0,0,0,0,0,4,4,598,10,0,10,126,116,396,0,0,26,4,16,0,0,98,0,0,8,0,78,98,86,0,0,184,2,16,0,4,0,0,0,2412,106,2,152,0,0,32,300,0,0,0,0,14,14,10,0,0,2,0,0,12,300,0,0,0,0,2,4,0,46,18,2,0,2,18,8,84,0,58,6,0,0,4,374,0,864,4,0,0,68,0,10,2,0,0,0,36,204,2,0,42,16,36,0,0,2,1190,2,0,0,44,0,1110,6,0,0,46,2,0,0,2,0,0,2,20,0,0,96,0,32,50,0,2,52,104,16,14,70,0,56,22,68,48,138,426,100,0,16,0,0,0,6,32,0,256,0,24,8,4,0,22,98,2,0,10,8,268,16,2,0,12,0,0,896,0,46,14,56,158,76,0,0,2,2,2,6,56,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16091",0,0,54,0,0,0,0,0,0,0,0,4,0,0,0,10,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,288,0,0,4,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,2,36,0,0,4,0,0,18,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,8,0,0,0,4,22,0,0,0,2,0,4,0,0,2,0,0,8,18,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16028",12,2,480,0,4,0,0,0,0,4,2,722,12,0,8,222,156,718,0,0,28,0,50,0,0,184,0,0,18,0,134,206,110,0,0,206,2,28,0,6,6,2,0,4452,176,2,170,0,0,44,348,0,2,0,0,22,6,12,0,2,2,0,0,22,602,0,2,0,0,0,8,0,32,38,0,0,0,32,10,86,0,154,8,0,0,4,448,0,874,6,0,0,118,0,16,0,0,0,0,68,390,4,0,54,18,36,0,2,6,1794,0,0,2,46,0,1360,4,0,0,142,0,0,0,2,0,0,2,32,0,0,116,2,68,76,0,2,60,150,8,12,124,0,106,16,120,60,226,478,130,0,10,4,0,0,10,42,0,452,0,8,0,6,0,26,124,2,2,12,14,382,6,4,0,22,0,0,1728,0,56,34,92,244,112,0,2,4,6,2,4,140,38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16157",0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,4,0,2,0,0,8,0,0,0,0,2,4,0,0,0,10,0,0,0,0,0,0,0,82,2,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,2,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,16,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,4,0,0,0,8,14,0,0,0,0,0,6,0,0,2,0,0,2,6,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16105",0,0,10,0,0,0,0,0,0,0,0,26,0,0,0,6,8,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,162,6,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,24,0,14,0,0,0,2,0,0,0,0,0,0,2,8,0,0,0,2,0,0,0,0,30,4,0,0,0,0,16,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,2,0,6,2,0,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,8,12,0,0,0,0,0,8,0,0,0,2,0,6,6,0,0,0,0,8,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16149",0,0,30,0,0,0,0,0,0,2,0,2,0,0,2,2,8,0,0,0,0,0,2,0,0,16,0,0,2,0,16,0,2,0,0,12,0,0,0,0,0,0,0,148,0,0,12,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,6,0,0,2,4,0,0,0,2,0,6,0,6,0,0,0,0,12,0,18,0,0,0,10,0,0,2,0,0,0,0,4,0,0,4,8,4,0,0,2,30,2,0,2,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,4,0,4,0,0,0,10,34,0,0,0,2,0,10,0,0,0,0,0,12,10,0,0,0,0,0,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16111",0,0,16,0,0,0,0,0,0,0,0,14,0,0,0,4,4,0,0,0,2,0,4,0,0,6,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,2,0,116,0,0,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0,16,0,0,0,8,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,32,0,0,0,0,0,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,4,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0,0,0,4,6,0,0,0,0,8,8,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16027",4,0,42,0,0,0,0,0,0,2,0,24,2,0,0,34,8,16,0,0,2,0,4,0,0,32,0,0,2,0,28,18,12,0,0,20,0,2,0,0,0,2,0,222,18,0,40,0,0,4,14,0,0,0,0,0,0,2,0,0,0,0,0,0,36,0,0,0,0,0,0,0,6,2,0,0,0,6,0,20,0,12,0,0,0,0,64,0,152,0,0,0,20,0,2,0,0,0,0,6,18,0,0,4,10,10,0,0,2,188,0,0,2,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,10,0,2,16,40,0,2,4,0,4,2,6,14,16,66,10,0,0,0,0,0,2,4,0,20,0,8,0,4,0,2,8,0,0,0,0,52,2,0,0,6,0,0,44,0,8,2,8,30,16,0,0,0,0,0,2,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16055",2,0,84,0,0,0,0,0,0,0,0,18,6,0,2,44,26,14,0,0,4,0,0,0,0,28,0,0,2,0,38,6,4,0,0,22,0,2,0,4,2,0,0,256,8,0,32,0,0,4,20,0,0,0,0,0,2,4,0,0,0,0,0,0,30,0,0,0,0,0,2,0,6,6,0,0,0,0,0,16,0,8,2,0,0,0,44,0,180,0,0,0,12,0,0,0,0,0,0,4,32,0,0,18,2,14,0,0,2,236,0,0,0,4,0,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,4,30,2,2,10,0,4,0,12,14,12,50,10,0,2,0,0,0,0,2,0,28,0,6,0,0,0,6,14,0,2,0,4,56,0,0,0,6,0,0,38,0,4,6,6,50,16,0,0,4,2,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
